"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_3.7.nlogo"
"Experiment_1"
"10/05/2015 07:12:09:589 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132"
,"53.13847644075279","51.59297652444092","52.22468158707893","48.18017725574856","45.572587826215816","50.02132107999319","44.99408499054475","39.447863635264916","39.36529962740674","30.087748447982694","26.705388632474634","27.10063086886879","15.45328185754043","18.41356008869814","17.906387899309042","21.299098656332216","22.43046934877558","18.423840043667745","27.909015115659116","19.362870457274763","24.936316615501944","21.402313756741265","11.407729536404648","12.852182841346444","16.579349515628515","20.285266678572718","20.394686650710298","24.92356791587276","11.537825750152727","28.64849906316533","22.578604262195597","24.71708994310393","10.250121940358369","50.20701631921273","54.30804803442271","50.08048614280095","46.37512755854022","54.19671480763556","50.27158469099048","45.18672089978975","45.29905485167545","46.83563182772816","32.87346847392089","30.760880801805087","31.61224312002792","24.194406380705995","25.237530641200518","17.029681816659053","17.5674404332213","15.971007544098484","19.096549147970453","16.503495160483673","21.3307722043724","20.60472954420102","18.37579026230922","25.77090520660178","24.606048247516295","13.416804850440286","22.832613639008354","20.997021449922787","15.418560375424915","9.95351862694491","18.61678792185846","20.329635205445246","18.262535667011207","19.364994549139343","53.68322663537197","58.747268282492655","52.295256786357555","53.562279506657674","56.18247603519479","57.43652629356322","51.33425632447066","44.477901059205394","46.00098009852474","26.57401584078531","34.419308904534816","38.29909294752119","28.679776410646582","31.982741566291832","27.723716752678353","28.46399527742698","27.643646236353476","25.66380149495185","28.214128419086393","28.535486810761522","31.347583541876848","30.29561956986448","26.03583788262464","13.622381734588183","17.8353437407287","22.690367773049317","24.81638792460965","15.118583276755317","12.51902170679835","20.93313964948238","37.86468754960121","28.76324484708612","23.412348655873483","60.15961722238581","55.15964695964725","56.499458206371806","55.436796869080446","50.79245016876777","51.88130521225966","47.89794747505176","49.64299827687557","48.1477175263354","34.700050874387635","27.52388536006452","37.16014932644023","33.65573209610501","22.485427130300852","16.927164451699834","31.253772194455564","24.85690231700467","32.891528389286464","23.688554678893038","23.961126340313875","27.276151950758887","29.08512012646711","24.325094001492108","31.54183168554275","32.240593668605605","25.48920100495216","20.75797335040712","27.918529758465066","32.86084292761727","30.54991723672871","25.787840150089725","28.613953258341457","14.26814840481155"
,"51.53017494161114","51.866959504575355","51.92596184911634","48.27453523371212","44.686508733433364","50.51429204728998","45.53298711209669","39.166656794625645","39.51169994221687","29.39635157545796","26.786462609000353","26.953837836599853","15.143443927706628","18.25217414374026","18.077727121385173","21.365558356254976","21.864291939417775","18.546308388935653","28.201495136305613","19.334982005799453","25.05029858050584","20.70890026824231","11.506157823216036","12.915849626956865","15.543871469768494","20.330279448438976","20.600850002662707","23.472320481517375","10.581699840754485","28.69905017141999","22.618039137330282","24.95807542208895","10.285374433266561","50.707240232807344","53.72517217105278","50.01920520074929","46.00089272635649","53.90438747804813","50.01681556750239","45.08647955656426","45.508378271814536","46.9045118190989","32.88076947376056","30.944564468685062","31.11463387341058","24.238942013298445","25.145130769577747","16.729836153446275","17.737703095450044","16.122180916659104","19.30118341448776","16.252962304754835","20.93479943155478","20.866115439257236","17.995882492892004","26.050075208140925","24.55188627941043","13.232520775054782","22.87486449543534","21.183188856026806","14.970534545921454","9.641105070636343","18.409768282461954","20.097711461670695","18.260699776228325","19.55520467431973","54.037430394444065","59.026655118811135","51.858735772315185","54.034973996270985","56.540712261759424","58.1290258147526","49.53794120723203","44.92236981693523","45.3241444644535","26.66894406527972","34.29950872468233","38.215802022247594","28.82062886082195","31.173577544563546","27.722959632696423","28.78268262778943","27.781704778625596","24.732424600510782","27.84366926372732","28.752432371511976","30.737218328472725","30.249585755555238","25.715841932372378","13.691368749480098","16.251182428016435","22.872444305607257","24.593118424632756","15.225443252163776","12.423192544463694","20.41807743399228","37.651153825390864","29.052498063457904","23.278889391588766","59.87091383413536","55.23104483476593","56.3444743942554","56.02579084817848","51.0468120104693","52.197394468040685","47.778756115184336","49.455322168014895","47.712939326702276","33.69177650840975","27.753671071481527","37.237483116759456","33.487235164953056","22.25475831580011","17.064666460656024","30.867759288957984","25.160692103499102","32.49955689632604","23.699589101057484","24.102279729700804","27.459375599191887","29.01773669260879","24.341939395450712","30.846970646933315","32.08654309638331","25.1866805830173","20.82827396897958","27.60449365011689","32.76429090128113","30.719910596585983","25.448535757657886","28.145572557274697","14.382218552813617"
,"52.0490322347571","52.475603159751024","51.574146561641705","48.64748717356947","44.190784150011844","50.30052734647463","46.086717360962666","39.02934947071704","38.47446806220606","29.17058290645026","26.995070420079685","26.527735385878476","15.13138734238119","17.116930815558014","18.02462162257595","20.674066596995882","20.778028811490724","17.187611713335468","28.449239417510082","19.521726762701377","24.81319333788533","20.57049322668436","11.612067418635563","12.993835107523575","15.699650469445112","20.2571358518036","20.21909919488159","23.359324174748238","10.618154383719858","28.207563598299405","22.856152656296935","23.62102992760795","10.203548530581195","50.39484196239945","53.55090261621678","49.56931512666681","46.39291140785437","53.12052844813148","49.812823598025695","44.92643478035849","44.95698607783108","47.16290590612262","32.8672048783085","30.611189477818932","31.32733723369261","23.798911465288917","25.22268966883801","15.980070927315024","17.135161297166842","16.278727231607515","19.509089811026584","15.988716003714686","21.13916516673979","20.507320830615708","18.121551996265076","25.97457695884159","24.794656848691464","13.197243333371652","22.994241428174888","21.38968765726309","14.382650430110118","9.712087660421737","18.647445246354973","19.889402276732945","18.28033292478591","18.8723806606656","53.654182696200415","58.47648858684676","52.18443487096323","53.181776913228795","56.08150048536288","58.166792937394334","49.76230982083411","45.6184950730691","45.71368605842933","26.517288782709873","34.287569622697994","37.704569908596326","28.33373102045021","31.095371277958776","27.829272554333702","28.937312457674874","27.86788731500543","24.959369055227917","27.055271229595675","28.898082902891115","30.865745144751624","30.178190881274084","25.89617771772663","13.804043776382576","15.679266835792694","22.620953971478205","24.366712362051494","15.362947147177636","12.301469082910407","20.18614132700005","37.74480984356787","28.916930842454324","21.271806721260916","58.56011862939167","53.2999811454964","56.59229735333339","56.35603330905469","51.00914413957151","52.20573787317991","47.85824077746266","48.83910997137416","47.69568030377814","31.81718681769116","26.538555625843603","36.23305602597056","33.36937211518431","22.403952513996355","17.169891386244377","31.10327692388826","25.07906276800375","32.235735824088216","23.941087875987073","24.092134150059383","27.719282018961845","28.657852108296293","24.295279130543904","30.44377041259562","30.832676490806445","24.68479760316068","20.842908451235708","27.855300724832595","33.144155156071974","30.893880294670623","25.178495928694733","26.54801070046644","14.336252370233066"
,"52.714566696711735","52.765697930056795","51.35776458040642","48.826732036917385","44.14428406068716","49.02635416467044","46.19393591891472","39.02378982949298","38.52703321946502","29.354930599567844","27.091389343185632","26.702380042900497","14.833285660674903","15.504865410240138","16.8568842860007","20.82498025245603","20.784813028769285","17.33411394951882","27.869578453404852","19.013323047143857","24.744892514366555","19.851071766972183","10.629208336836715","13.060952060412482","15.586309578302867","20.28344069521615","19.923772151353884","23.36626561081191","10.710253518606","28.242686959956036","23.02432974519572","23.62220273717319","9.971287586557988","49.50808280989268","52.055175724493374","50.36372694619259","44.657589517623414","52.54294476010488","50.22536662746797","45.10310757295871","45.464036967901784","47.4474978715977","32.41454561838048","30.957064774067273","31.725361373144484","24.105793857252387","23.38509449057765","16.136421436281083","17.26855040344183","16.400240393026404","18.479087434620187","15.919087356877574","20.93582844456846","20.750313351100367","18.192570967818416","25.96669030306751","23.91135882499936","13.315934816509083","23.038484377800344","21.56966591002389","14.490861645735276","9.436239378221918","17.937110951335253","19.991512596242377","18.424401365017225","19.02145774502204","54.37192063610939","59.061374839239676","52.36695397645348","53.24856000509395","55.669127014727636","57.55927037771496","49.90953064263042","46.171124215063664","45.92595186291184","26.854220614212334","34.40489520831795","37.99878528898384","28.591354714686744","31.252572102066893","27.599355027901243","28.327336385827163","27.991505918539247","25.191241454186247","27.131328685799243","27.986089645980197","31.177030002120873","30.19794910397151","25.7860169821616","13.880245333748196","15.813915984551317","22.59922086977522","24.384361336529512","15.429773294344196","12.417707534952182","20.268112880029523","37.768281348478396","28.96299466215615","21.52730353106286","58.72378849000802","53.188876711068836","56.996826321818155","55.58955892484862","51.50929341848454","51.824870193758066","48.40834616774153","49.13168183862509","47.57164336619101","32.071520818055426","26.376009499181542","36.609602801292674","33.18959299227631","22.594353535493322","17.234791865767164","31.389311782793687","25.111895244975916","32.579879545843156","24.13957327748108","24.090666676481376","26.31781323843441","28.41448714203447","24.267135300104062","30.711153170721165","30.039808904971036","23.875623500299923","20.372280854815106","27.92844131089987","32.1369755777312","29.83598452562922","24.982616957821435","26.613439087536168","14.455794575703987"
,"53.078991174355004","53.33081568819168","51.07430782115824","47.159014820222104","43.57639424069194","48.97117253096935","46.541152092597734","39.12942880194476","38.53835711602449","28.665349186477066","26.737063884903964","27.058141306647563","14.724526006255351","15.032401929781612","15.974296865611775","20.876982803080097","20.33799965208142","16.669628462081846","27.744549193385133","19.15678839448877","24.744791224245656","19.198828663610776","10.705625686209835","13.15615071618359","15.222320910903907","19.505255084944114","20.135936580370185","23.59665741049834","10.587279801005353","28.2539350781439","22.729534786641462","23.136089042421332","10.001041580851163","49.334750159893694","51.383065434023486","50.11949117494827","45.069392736632125","51.6107457352542","49.43172965228032","45.62501579359016","44.728928900181","47.15807364366665","31.007308146585434","31.381955678233254","31.414693037894146","23.73943460701152","23.204078024852844","16.28644965132427","17.003358072324303","16.51084495870875","17.791846482056428","15.880467428609885","20.81198875161524","21.023627370508365","17.44529369082986","26.02936442759284","23.780473052670544","12.553220447581506","22.547265528523965","21.747737638301015","14.67941003770485","9.522357088648095","17.758481973739006","19.779529590482184","17.950633442126858","19.043798069054567","54.79405018417948","58.79400384708043","52.304830617322516","53.50570144355708","55.89773790521341","57.298879907319","49.79355377251044","46.6880921530245","46.200908158440726","26.633660279558452","34.475022411394974","37.714617217234256","28.715516779474008","31.227314968696174","27.708310775829023","28.483354551064057","27.366067867770685","25.19901207622239","26.6221133934143","27.980449402814116","30.83117621540278","30.534573993528813","25.907166154029074","13.956164496519833","15.62052118963944","22.555432840861247","24.190782715019413","14.792879322355361","12.49966239809114","20.24189116374858","38.19278319213973","29.36588904689308","21.324689732596376","58.6127326731797","53.34722980657725","56.71747873026121","53.842077727142374","50.36197351027969","51.76633875875843","48.718294800577155","49.64753912484427","47.70092061344101","32.381676273905626","26.79816955832307","35.02443649267506","32.99291310564329","22.843403189609845","17.216762848103436","30.71086253827916","25.015221413602063","31.709327413744752","24.389263986966334","22.75919776315528","26.037487963329383","28.331643322033507","24.147260754055395","30.86450438407234","30.33478071648165","24.020649381244223","20.49298718434391","27.92908577011722","32.17722708569966","30.16593777135288","24.65211151202577","26.900950398708844","14.571060131126451"
,"52.93245441422633","53.66371252943246","51.22211446215544","47.091315865560695","43.77888603980245","49.3702344556602","46.588682156050396","39.12301808693112","38.705347676239434","28.678330621476462","26.60973727069208","27.11426925332611","14.89026943866258","14.984135284394718","16.083843122095193","21.040241906513952","19.723313542925236","15.722733100255736","27.98963597601733","19.108730817694667","24.684416621100663","19.018422793213055","10.048063925127678","13.210031966503971","14.920883064783034","19.494670557983003","20.362847539454933","23.68363057611545","10.62090832993315","28.051661608280277","22.3507754469641","23.41159130737582","9.738174809782658","49.118181806642085","51.542568393805865","50.72854762639596","45.036911208336484","51.15704771825846","49.593402703926515","45.63751608812395","44.7996824053975","47.37540192908287","30.566171894864528","31.386651685151595","31.633928681916952","23.51563966450692","23.4386337062042","16.194483657249243","16.579797707593617","16.28136081296598","17.62195591043138","15.897784098823218","20.37096788726299","20.63948207595515","16.611700929407732","25.942720072826297","23.73874953125861","10.641099472059254","22.507276049554086","20.33973756840226","14.821511467824353","9.577975773014527","17.909095676378538","19.162490985142757","17.87145213476118","18.988804500201375","55.24495590069289","59.24320543754484","52.33862190407656","53.53088835079644","55.30563934170782","56.63034149879949","47.23384171715129","46.9522233268193","46.04914112154928","26.934178058561063","34.834619066884855","38.13744976081301","28.989138790758798","31.386425830271097","27.72499358931655","28.250076785265822","27.669904941949767","24.381196829608935","26.906169348980438","27.679254770885297","30.85192111014591","30.522362602913635","25.90396918647649","13.826753486022001","15.741391902913522","22.785329787892238","23.858678390933854","13.742264450668326","12.545986117275376","20.13396698282525","38.34050109067791","29.640061971463897","21.487805968388525","57.695111622396695","54.096472275627804","57.27227061822336","53.927541834936434","50.49183084064711","52.02468753760263","48.964566013744026","50.07135009433037","47.649426636309016","32.236100679533344","26.48604484995705","35.3513032966387","32.45147705638572","21.69407743152607","17.315489269634185","30.304136326890756","24.42592543514162","31.397397663738452","24.591028581591193","22.97008179802778","26.317550187486617","28.541149180736944","24.35035333843502","30.815270879628493","29.956731471497445","24.23825241261505","20.445143627949708","27.478589421817865","31.649225931860197","30.11709072193274","24.86382358195175","27.201738635738106","14.317609175264119"
,"52.78205369787173","53.48608255001985","51.68710166454617","47.033767815653015","43.67291882622146","49.26249430990261","46.782467640909545","38.70606047956434","38.94161384633217","28.942305720309427","25.43759425397344","26.99268112708353","14.594031224195541","15.17071028964669","15.96885087899038","21.292776327589063","19.89264709372517","15.384260171954578","27.88584678683311","19.08611240500326","24.902921375496064","19.197521719194338","10.10941739977253","13.325208501841551","15.053802245780163","18.698230700525418","19.85670294575954","23.936866289053093","10.755261134335546","27.77935582904854","21.778010904079167","23.307620617394868","9.216068305678414","48.6965308766087","51.02635297648057","50.78485381536909","45.569569141548946","50.78176128205544","49.20513677232947","45.71699225579569","43.52544291987839","47.118808363549086","30.74489177996004","31.672633143933318","31.715717297394033","23.56164534934495","23.13758609883994","16.083371327062256","16.56077762460329","16.22939041106095","17.143032594222714","16.090378067540094","20.08401067031355","20.699745035775212","16.593514801010247","25.68605914331334","23.265715389618144","10.789074460643851","22.293283687748982","20.519539606823567","14.98356516170509","9.572623483634311","18.06940816784292","19.058327384971836","17.915705790940173","19.031624804563425","55.41646248679222","59.962491305751705","51.36269718864499","52.05694618447007","55.56245350161983","56.308868778624166","47.38773142113757","46.29031339198873","46.37384213862645","26.19498776114842","33.7820910668532","37.84584891519125","29.11224495430161","31.319533946074664","27.83167193599123","27.859285713502732","27.89745862820317","24.362607527982984","26.664992795872212","27.664622563393106","31.105566024380618","30.024334163349135","26.1777666503708","13.898878066713737","15.816143373592535","23.037623378570693","23.604396390069702","13.801137750812554","12.65382286784122","20.2304063701433","38.07923684456293","28.50258511349196","21.547800354298257","56.98665277500394","54.18919321019187","58.05099373905392","54.04481062050941","50.43993805809391","51.89691222581117","48.73236534953118","50.457137605559495","47.94812388234803","32.097733847315695","26.076602318755157","35.597180666170615","32.52957698101825","21.940771615135137","16.672876356666478","30.566004852768604","24.650277353133152","30.76930840593713","24.680644216974382","23.197931177112523","26.188273141745825","27.70136879624953","24.584939244724463","30.989504293356163","30.067391174522026","24.241528752630046","20.48894897593577","27.391290245906497","32.012516714419334","30.294389231247635","24.888349850289675","26.752184489432086","13.166769528576665"
,"52.892728688250656","53.66711956235384","51.53756416280893","47.17873070727916","43.72622359528091","48.88795548459822","47.201653608570126","38.971506184587575","38.85340982843867","28.841432989096987","24.19559142141091","27.042537497755703","14.752121195262212","15.122722788105415","15.916413129314174","21.081548984030253","19.791956650252786","15.236910344101737","26.521520410085945","19.224482435351533","25.150920136138197","18.858367666832958","9.652196484283808","13.416933272688162","14.821610480320999","18.80773462879334","19.999524611494486","23.65742228732704","10.415370188108621","26.355050954623724","21.78731701266302","23.52306757897095","9.272303646786987","48.06578914513352","50.781185183925054","50.65110627071358","45.68577604254986","50.41131547210776","49.213629603989425","45.74553396955658","43.51981870482936","47.70774429016251","30.235028737771884","31.76319773742737","31.858737083757582","23.829885727458997","23.327963048541697","15.963451053881126","15.54848558580672","16.37788514972267","17.05375547700159","15.678651997755138","19.621192832582846","20.88551925797519","16.75591293142497","25.585911496014425","23.54853651815885","10.923572900056575","22.103399668150413","20.69189638926052","14.95474476334769","9.395117902350925","17.445574545994962","19.01078231834584","15.823583965380596","19.17216599195421","55.32665275602008","59.14998035107539","51.72641654090351","52.25278617872674","55.13788910553693","55.68160843517372","47.914305928256994","46.81009918184983","45.96403958297144","25.861123365838548","33.84472261326022","36.631638498072334","29.310620541093613","31.579423482109302","27.857404759718527","26.595972006939267","28.16080524494797","24.008374409018533","26.90979745018855","26.94774682516874","31.40414749409316","30.23146241893928","25.433996114459237","13.980588862672867","15.999303179044086","23.138892860889193","23.79536947607688","13.919942956084194","12.704941781764603","19.88761632975645","37.501668080159654","28.633429444619615","21.716123496885015","57.314184405751135","54.91823942820138","58.302786061269714","53.27575122697661","51.21199329604753","52.01106559143758","49.257135163915606","50.67134099942486","48.21039873157905","31.923028784303447","26.183946238644555","35.62514546728669","32.48991334052411","22.10938892878165","16.77644326344085","30.786654896410376","24.38058340125399","31.066650845127274","25.003700217807875","23.305111706881444","25.5420844857705","28.013167256281708","24.063875418899656","31.070232585042923","30.480704094251994","24.479575745024007","19.93044516449543","27.206752718396483","32.12605447364679","30.206249967456728","24.778206856318675","27.051475342925027","12.183167425374636"
,"52.14679009457652","54.019842251303594","51.2806904735236","47.55834596658595","43.62726297651998","48.444193134627994","47.740394570161335","39.15632127464102","38.727746569133714","28.901995740249916","24.398367080634667","26.992431330358464","14.537499603127577","14.632168058969356","16.066378209640476","21.01917633780472","20.023441615380587","15.347946417643843","26.046795239926386","19.138332678405476","25.140150794678167","19.060077343958","9.745149205250293","12.881054967941244","14.969173684555356","18.761213552426565","20.17882931397447","23.630326177162104","10.471125288083417","25.6513933744331","20.576757855885976","23.065497958014067","8.9885238371623","48.55585816141638","51.00771121883617","50.90715084594415","45.71472003036416","50.193421996165505","49.434328079072785","46.04183721193044","44.13350016163426","48.08690469806158","29.652944630820308","31.340473683406927","31.638941498480598","23.71052307859433","23.18277669975964","14.641886713548654","14.655535712735318","16.56256248240726","16.994307789499867","15.631436978997304","19.361228464772484","21.170781835027167","16.25467765399971","25.62367520090682","23.730737534871253","10.66835945679877","21.923726372479155","20.10341306138497","15.08996951815936","9.092220570717432","17.206480222420364","19.03829041789239","15.352461829281648","18.8334557132761","55.61194483095454","58.87466220894542","51.51779654747714","52.66392485438706","55.52373806970977","56.225281509732916","48.1664336693392","46.61102196262072","45.19556808811053","26.016481696408214","34.20923406685999","35.63699643959595","29.642450600509235","31.256119493754138","28.093441473346267","26.07073361956453","26.29435862000441","24.23329016335928","26.43251261935893","26.027938892838836","31.75118928750336","29.281685156301773","24.780682894677557","12.599654385147247","16.098950118345833","23.15541388270774","23.973263003168963","13.299763038057325","12.723585362275367","19.467067114474087","35.4762831250083","28.90843878595538","21.629556909203178","57.21357714107543","55.31323098401433","58.40703362328715","53.44167056909872","51.39949804797201","52.003779106378374","49.70771428579871","51.006992897826734","48.590304690182336","31.5294862911648","26.06547536049122","35.92396084095927","32.5608929923482","21.277686018093057","14.611077403351974","31.077472727188397","24.36691183087752","31.229128849902796","24.593457007923607","22.498817967681667","25.74739755395256","28.263293575027337","24.115633806177105","31.367186113222118","30.039886858810572","24.44991117750261","19.20956105438835","26.541634594974386","31.955058892111722","29.693335291933465","24.709716609636008","26.766322182086547","11.129290799086089"
,"51.43509375578801","53.88611519234744","50.41822922130042","46.35953633946408","43.84021135868116","49.04087916810605","47.749436862353264","39.34439030367964","38.183559761843995","28.93904344349829","24.567205230586296","27.131255283943364","14.702338796154574","14.828285395373783","15.707925733105883","20.87172126748878","19.548858168323395","15.473581169409451","25.782490526294453","18.637382633443035","25.533911188773207","19.080163413568552","9.772835761804108","12.947951099154785","15.059140861761804","18.886869880201353","19.842978937768603","23.831558015263678","10.272687840097328","25.026884188668106","20.576155516987438","23.369930314374358","9.054006798651484","48.31506147137276","51.34224823488787","51.09273309291268","45.43955791189309","50.72929317104088","49.963667957432556","45.85992897960878","44.136248891244165","48.29960287211108","29.799692322917895","31.388316188129423","32.168037099207595","23.73404340563054","23.237924256587647","14.547630083824144","14.329411487520044","16.43597297728407","16.703063449983258","15.392148524507798","19.497651219406336","21.25411523954847","16.393331849925175","25.840602187522066","23.49691803767539","10.7900687607667","21.72060874102111","19.345094509823745","15.26111889705188","9.159590997544507","17.464083894764848","19.017079857874712","15.257512236820652","17.548533914124885","55.832136737907724","58.34217531497844","50.66673869986943","52.91674344716449","54.59875748880785","54.5686843795953","48.44117530949038","46.78436520912015","45.461371173176374","25.5814230819407","34.386984006354645","35.99911719349633","29.9189743006423","31.254740745502726","27.965705838935158","26.303749790488876","25.204358608396365","24.38653390628224","26.706103426714158","26.260861248237596","31.60915910861409","27.970598346663518","24.332350028085393","12.651957161384079","16.261564525973576","22.83112447844285","23.963189361611622","13.384331541993008","12.821972704512346","18.604967445694207","35.60380296570223","28.910910510477063","21.575357304386706","56.727653928879185","55.77674641316068","58.8912092392216","53.223625725164275","51.24518906103398","51.64223864405324","49.728814936627906","51.52905724748621","48.98434758396935","31.124978192816105","26.057639710779775","36.35931712928534","32.19859512538885","21.47459008800066","14.742027702783838","31.05125171051345","23.596775707589863","30.369128628408337","23.712784488034767","21.97978824534684","25.13541005743642","28.292048772718204","24.12244239279666","31.438564388468166","29.997695584937375","24.24713759647247","19.16817536038476","26.742248118148755","32.32996792747115","29.339352402247656","23.961487014128828","26.817152581919242","10.93627797718783"
,"51.172912306770534","53.921850541651935","49.32278382367606","46.325107905553224","44.08035739866765","48.50189140852672","47.45657922320086","39.911056310588435","38.04829711053682","29.089451934761147","23.84211098096522","26.96570118780455","14.635627315904907","14.065866828842298","15.849442449008066","19.839834769471118","19.43360759195995","15.13594021003278","24.219642552513076","18.472959340172284","25.64554300630934","18.395048966151727","9.853792729487598","13.057433336795468","14.954500254053393","19.080491491123606","20.0148144951251","23.51126885976477","10.355190351842372","25.04966197271589","20.82312270945939","23.24749385885773","8.699880757936494","47.086088699918356","51.165665734467936","48.95400941615288","45.62520987816118","49.56538614482435","49.87927156176601","46.11870883814527","43.82445483768963","48.725961532994624","30.153194928852976","31.361449113736498","32.38848534648067","23.310117063334648","23.44962077585898","14.14851821476512","13.999494268275068","16.270243810600157","15.71499616535984","15.369978184288753","19.490138393459528","21.32516427694479","16.27717131038254","24.763860832281626","22.937331617273255","10.932967102648462","21.740943655240866","19.52173363757012","15.085559389194206","9.231620408431734","17.422575221761214","19.00633202617351","15.445598042413742","17.717747483457664","56.62107700861053","57.42797769249157","49.91084157780349","52.760567534532335","54.092776657643334","54.539449066760554","47.23321290597416","47.11015248143591","45.324976960993695","25.564746749608428","34.647689976916766","35.92634739643138","29.4679335542743","31.487311072730478","27.78932240910347","26.489164897744814","24.762011236269718","23.75255489629248","25.837449415545493","26.28428706941918","30.299918118878388","28.021208176593078","24.49928493524554","12.74528045765013","16.138687155879243","22.977661140051946","23.405775571999822","13.49373445156307","12.420150559750686","16.96430166943087","34.77974242246122","28.522914554486512","21.797536241770313","57.00179501994388","56.19662828007432","57.80747087499966","52.892246777918615","50.90654918484251","52.203140306308185","50.28289922443298","51.697844389824695","49.1877113427625","30.824812216503695","26.386725618858982","36.60760683905723","32.19587492875309","20.10191109308165","13.357030331890565","31.277033945364163","22.798761622495075","30.657984989779994","23.43496077080818","22.13443163674852","25.33682235795897","27.796725438456974","24.36329933120339","31.725627514614562","30.0293532515884","24.243297039085615","19.35157007244314","26.9160068126539","32.61603496923478","28.794511026133385","23.721366911697515","26.532449857115164","10.991995257372237"
,"50.76852703321804","54.337918806560545","48.9064142497431","46.24245833290307","43.681015519393945","47.44486825864033","46.94870172831585","39.09749801127656","37.20036219582236","28.987973424609255","23.560147985270216","27.05818773196452","14.409846576292836","14.087225059701632","15.977139810845543","19.694929542858056","19.672108988661652","15.321134207890642","23.68392455988649","18.38580860114288","25.55769127442907","18.336694119514174","9.93845351999535","11.9486361230015","15.001792521095542","19.020731024326967","20.010037050560456","23.525202158683232","10.466477513225236","24.500046532533105","20.132252982865317","23.552054247730076","8.764656596852124","47.028304842152856","51.0705561191087","49.118404209157205","45.73189787030475","48.7503834517814","49.87144329925222","46.448107692284836","43.39401546986802","48.63241978132116","29.845839354226552","31.466561464103997","32.161091954973585","23.404417216589966","23.206494929893296","14.275080981303217","14.061825952373926","16.104708641939034","15.53078375793121","15.140881784124085","18.13689068171552","21.017876637989588","16.483238898167436","24.77256854645856","22.8746075601507","11.029612200045403","21.867923340316093","19.33559855551426","14.802281889930546","9.311505122551052","17.32968002778867","18.792180168692237","15.386342651583998","16.905697615952857","57.23246254853826","57.43485021016166","49.70869760572326","52.889163714163956","53.75785384370689","54.41773886856823","47.9585104619046","46.62875515423636","45.56314425033163","25.699844719614035","34.35380040965772","35.76913377370102","29.41202733858869","31.229504233736115","28.02371559414706","26.456761573860796","24.84714626410248","23.66278084807901","24.847856547128366","25.9217396169598","30.628793104433836","27.436888853214313","24.499156160161654","12.287930851041907","16.276109812691764","22.876149714795595","23.2809119572347","13.538071598044253","12.234959310651782","16.52631116718531","34.3097039752624","28.179134530883985","21.893856473226446","56.33464461080741","56.84751280063761","57.624062155384316","53.270232470136676","50.91120910871099","52.33515530236701","49.66750678046418","51.710256481273014","49.615121905814156","31.02698703634656","26.75698903827249","37.09661866567572","32.43433115917821","20.33829962585274","13.48489547564094","31.550147799978035","22.982817695178685","30.32190335138828","23.459447791475387","21.278249692756482","25.55005334805137","27.532698699826298","24.251620016440814","31.98364160495989","30.062047207583717","24.45315280739069","18.865923062759578","27.136119942289035","32.326350070999034","28.898497470395196","23.709592166410864","26.772623783253017","10.364572425468497"
